ET,AEFUEL,FINJ_MULT,KAMRF1,LAMBSE1,PWOFF,ISCDTY,ISCTMR,EGRFLO,SAF,SAFTOT,IEGO1,BP,MPG_MODE,RPM,VSS,AD_CHANNEL_VCAL,AD_CHANNEL_TAR,AD_CHANNEL_BAT,AD_CHANNEL_OCC,AD_CHANNEL_TP,AD_CHANNEL_ACT,AD_CHANNEL_ECT,AD_CHANNEL_NDS,AD_CHANNEL_IEGO,28C,28D,28E,ACT,ECT,ATMR1,ATMR2,ATMR3,APT,RATCH,TAR,TP_REL,VBAT,LOAD_FUEL,LOAD_VE,MAP,VE,OLFLG,WOTFLG,0x93,0xA3,0x26,0xBD,0xDC,0x2C4,0x1DE,0xB7,0x40,0x1A,0x3C,0x21C,0x9C,0x15C,LTFT1,LTFT2,STFT1,STFT2,HP,TQ,IMPG,MPG,DIST,INJDC1,INJDC2,GEAR,AFR_Error,Marker
0.184,0,1.28125,1,0.878876202,266,27.17285217,0,0,5.25,5.25,1018,29.875,4,640,0,512,347,440,1,227,454,543,0,1018,0,0,0,84,102,52,0,52,255,1.109405547,0,1.109481916,12,0.5546875,0.5625,16.75,0,12,0,132,10,150,43,39,0,0,56,192,168,200,14528,2902,99,0,0,93.9967474,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
0.224,0,1.28125,1,0.878876202,266,27.17285217,0,0,5.25,5.25,1018,29.875,4,640,0,512,347,440,1,227,454,543,0,1018,0,0,0,84,102,52,0,52,255,1.109405547,0,1.109481916,12,0.5546875,0.5546875,16.75,0,12,0,132,10,150,43,39,0,0,56,192,168,2,14528,3071,90,0,0,93.9967474,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
0.263,0,1.28125,1,0.878876202,266,27.34985413,0,0,4.25,4.25,1018,29.875,4,663,0,512,343,440,1,227,454,543,0,1018,0,0,0,84,102,52,0,52,255,1.109405547,0,1.109481916,12,0.5546875,0.5546875,16.75,0,12,0,132,10,150,43,39,0,0,56,192,168,2,14528,3071,90,0,0,93.9967474,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
0.302,0,1.3125,1,0.878876202,273,27.34985413,0,0,4.5,4.75,1018,29.875,4,690,0,512,339,432,1,227,454,543,0,1018,0,0,0,84,102,52,0,52,255,1.109405547,0,1.109481916,11.9375,0.5546875,0.5546875,16.75,0,12,0,132,10,150,43,39,0,0,56,192,168,2,14528,3204,68,0,0,93.9967474,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
0.342,0,1.28125,1,0.878876202,266,27.34985413,0,0,2.25,2.25,1018,29.875,4,727,0,512,345,439,1,227,454,543,0,1018,0,0,0,84,102,52,0,52,255,1.109405547,0,1.109481916,11.9375,0.5546875,0.5546875,16.625,0,12,0,132,11,150,43,39,0,0,56,192,168,2,14528,3204,68,0,0,93.9967474,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
0.382,0,1.28125,1,0.878876202,266,27.34985413,0,0,2.25,2.25,1018,29.875,4,727,0,512,345,439,1,227,454,543,0,1018,0,0,0,84,102,52,0,52,255,1.109405547,0,1.109481916,11.9375,0.5546875,0.5546875,16.625,0,12,0,132,11,150,43,39,0,0,56,192,168,2,14528,3406,38,0,0,93.9967474,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
0.422,0,1.3125,1,0.878876202,273,27.34985413,0,0,2,2,1019,29.875,4,730,0,512,343,437,1,227,454,543,0,1019,0,0,0,84,102,52,0,52,255,1.109405547,0,1.109481916,12,0.5546875,0.546875,16.5,0,12,0,132,10,150,43,39,0,0,56,192,168,2,14528,3403,37,0,0,93.9967474,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
0.461,0,1.28125,1,0.881370192,266,27.34985413,0,0,1.5,1.5,1018,29.875,4,735,0,512,333,439,1,227,454,543,0,1018,0,0,0,84,102,52,0,52,255,1.109405547,0,1.109481916,11.9375,0.5390625,0.546875,16.25,0,12,0,132,11,150,43,39,0,0,56,192,168,2,14528,3388,35,0,0,93.97971194,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
0.5,0,1.28125,1,0.881370192,266,27.34985413,0,0,1.5,1.5,1018,29.875,4,735,0,512,333,439,1,227,454,543,0,1018,0,0,0,84,102,52,0,52,255,1.109405547,0,1.109481916,12,0.546875,0.546875,16.375,0,12,0,132,10,150,43,39,0,0,56,192,168,2,14528,2974,89,0,0,93.97971194,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
0.54,0,1.28125,1,0.880198317,266,27.34985413,0,0,3,3,1018,29.875,4,664,0,512,341,439,1,227,453,543,0,1018,0,0,0,84,102,52,0,52,255,1.109405547,0,1.109481916,12,0.546875,0.546875,16.375,0,12,0,132,10,150,43,39,0,0,56,192,168,2,14528,2974,89,0,0,93.97971194,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
0.58,0,1.28125,1,0.880198317,266,27.34985413,0,0,3,3,1018,29.875,4,664,0,512,341,439,1,227,453,543,0,1018,0,0,0,84,102,52,0,52,255,1.109405547,0,1.109481916,12,0.546875,0.546875,16.375,0,12,0,132,10,150,43,39,0,0,56,192,168,2,14528,2974,89,0,0,93.98771655,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
0.62,0,1.3125,1,0.880198317,273,27.34985413,0,0,3.5,4.5,1018,29.875,4,684,0,512,343,434,1,227,453,543,0,1018,0,0,0,84,102,52,0,52,255,1.109405547,0,1.109481916,11.9375,0.546875,0.546875,16.5,0,12,0,132,10,150,43,39,0,0,56,192,168,2,14528,3101,73,0,0,93.98771655,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
0.66,0,1.3125,1,0.880198317,273,27.34985413,0,0,3.75,3.75,1018,29.875,4,729,0,512,315,439,1,227,453,543,0,1018,0,0,0,84,102,52,0,52,255,1.109405547,0,1.109481916,11.8125,0.546875,0.546875,16.375,0,12,0,132,11,150,43,39,0,0,56,192,168,229,14528,3357,30,0,0,93.98771655,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
0.7,0,1.3125,1,0.881370192,273,27.26135315,0,0,1.25,1.25,1018,29.875,4,747,0,512,343,428,1,227,453,543,0,1018,0,0,0,84,102,52,0,52,255,1.109405547,0,1.109481916,11.9375,0.5390625,0.5390625,16.25,0,12,0,132,10,150,43,39,0,0,56,192,168,229,14528,3459,32,0,0,93.97971194,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
0.74,0,1.28125,1,0.881370192,266,27.26135315,0,0,1.5,1.5,1018,29.875,4,721,0,512,339,439,1,227,453,543,0,1018,0,0,0,84,102,52,0,52,255,1.109405547,0,1.109481916,11.9375,0.5390625,0.5390625,16.125,0,12,0,132,11,150,43,39,0,0,56,192,168,229,14528,3275,43,0,0,93.97971194,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
0.782,0,1.28125,1,0.881370192,266,27.26135315,0,0,1.5,1.5,1018,29.875,4,721,0,512,339,439,1,227,453,543,0,1018,0,0,0,84,102,52,0,52,255,1.109405547,0,1.109481916,12,0.53125,0.5390625,16.125,0,12,0,132,10,150,43,39,0,0,56,192,168,229,14528,3150,55,0,0,93.97971194,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
0.822,0,1.28125,1,0.881370192,266,27.26135315,0,0,1.5,1.5,1018,29.875,4,721,0,512,339,439,1,227,453,543,0,1018,0,0,0,84,102,52,0,52,255,1.109405547,0,1.109481916,12,0.53125,0.5390625,16.125,0,12,0,132,10,150,43,39,0,0,56,192,168,229,14528,3150,55,0,0,93.97971194,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
0.861,0,1.28125,1,0.882572115,266,27.26135315,1,0,2,2,1018,29.875,4,706,0,512,343,439,1,227,453,543,0,1018,0,0,0,84,102,52,0,52,255,1.109405547,0,1.109481916,12,0.53125,0.5390625,16.125,0,12,0,132,10,150,43,39,0,0,56,192,168,229,14528,3150,55,0,0,93.97150209,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
0.901,0,1.3125,1,0.882572115,273,27.26135315,1,0,3.75,3.75,1019,29.875,4,672,0,512,343,437,1,227,453,543,0,1019,0,0,0,84,102,53,0,53,255,1.109405547,0,1.109481916,12,0.5390625,0.5390625,16.25,0,12,0,132,10,150,43,40,0,0,56,192,168,229,14528,2976,78,0,0,93.97150209,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
0.939,0,1.3125,1,0.881370192,273,27.26135315,1,0,3.25,3.75,1018,29.875,4,684,0,512,343,439,1,227,453,543,0,1018,0,0,0,84,102,53,0,53,255,1.109405547,0,1.109481916,11.875,0.546875,0.546875,16.375,0,12,0,132,10,150,43,40,0,0,56,192,168,229,14528,3086,73,0,0,93.97971194,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
0.979,0,1.28125,1,0.882572115,266,27.26135315,0,0,3.25,3.25,1018,29.875,4,711,0,512,343,439,1,227,453,543,0,1018,0,0,0,84,102,53,0,53,255,1.109405547,0,1.109481916,12,0.5390625,0.5390625,16.375,0,12,0,132,10,150,43,40,0,0,56,192,168,229,14528,3242,51,0,0,93.97150209,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
1.018,0,1.28125,1,0.882572115,266,27.26135315,0,0,3.25,3.25,1018,29.875,4,711,0,512,343,439,1,227,453,543,0,1018,0,0,0,84,102,53,0,53,255,1.109405547,0,1.109481916,12,0.5390625,0.5390625,16.375,0,12,0,132,10,150,43,40,0,0,56,192,168,229,14528,3242,51,0,0,93.97150209,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
1.057,0,1.28125,1,0.882572115,266,27.26135315,0,0,3.25,3.25,1018,29.875,4,711,0,512,343,439,1,227,453,543,0,1018,0,0,0,84,102,53,0,53,255,1.109405547,0,1.109481916,11.9375,0.546875,0.546875,16.375,0,12,0,132,10,150,43,40,0,0,56,192,168,229,14528,3205,60,0,0,93.97150209,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
1.097,0,1.3125,1,0.881370192,273,27.26135315,0,0,3,2.5,1018,29.875,4,700,0,512,343,437,1,227,453,543,0,1018,0,0,0,84,102,53,0,53,255,1.109405547,0,1.109481916,11.9375,0.546875,0.546875,16.375,0,12,0,132,10,150,43,40,0,0,56,192,168,229,14528,3205,60,0,0,93.97971194,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
1.136,0,1.3125,1,0.882572115,273,27.20336975,0,0,2,3,1018,29.875,4,727,0,512,333,440,1,227,453,543,0,1018,0,0,0,84,102,53,0,53,255,1.109405547,0,1.109481916,11.9375,0.5390625,0.546875,16.25,0,12,0,132,10,150,43,40,0,0,56,192,168,210,14528,3330,38,0,0,93.97150209,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
1.175,0,1.28125,1,0.882572115,266,27.20336975,0,0,1.75,1.75,1018,29.875,4,700,0,512,349,439,1,227,453,543,0,1018,0,0,0,84,102,53,0,53,255,1.109405547,0,1.109481916,12,0.5390625,0.546875,16.25,0,12,0,132,10,150,43,40,0,0,56,192,168,210,14528,3177,60,0,0,93.97150209,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
1.214,0,1.3125,1,0.882572115,273,27.20336975,0,0,2.75,2.75,1018,29.875,4,719,0,512,347,426,1,227,453,543,0,1018,0,0,0,84,102,53,0,53,255,1.109405547,0,1.109481916,12,0.5390625,0.546875,16.25,0,12,0,132,10,150,43,40,0,0,56,192,168,210,14528,3177,60,0,0,93.97150209,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
1.253,0,1.3125,1,0.882572115,273,27.20336975,0,0,2.75,2.75,1018,29.875,4,719,0,512,347,426,1,227,453,543,0,1018,0,0,0,84,102,53,0,53,255,1.109405547,0,1.109481916,11.9375,0.5390625,0.5390625,16.25,0,12,0,132,10,150,43,40,0,0,56,192,168,210,14528,3281,45,0,0,93.97150209,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
1.294,0,1.28125,1,0.882572115,266,27.20336975,0,0,2.25,2.25,1018,29.875,4,706,0,512,343,439,1,227,452,543,0,1018,0,0,0,84,102,53,0,53,255,1.109405547,0,1.109481916,11.9375,0.5390625,0.5390625,16.25,0,12,0,132,11,150,43,40,0,0,56,192,168,210,14528,3185,55,0,0,93.97150209,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
1.333,0,1.3125,1,0.882572115,273,27.20336975,0,0,2,2,1018,29.875,4,722,0,512,343,433,1,227,452,543,0,1018,0,0,0,84,102,53,0,53,255,1.109405547,0,1.109481916,11.9375,0.5390625,0.5390625,16.125,0,12,0,132,10,150,43,40,0,0,56,192,168,210,14528,3280,42,0,0,93.97150209,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
1.373,0,1.34375,1,0.882572115,280,27.20336975,0,0,3.25,3.25,1018,29.875,4,674,0,512,339,426,1,227,452,543,0,1018,0,0,0,84,102,53,0,53,255,1.109405547,0,1.109481916,11.8125,0.5390625,0.5390625,16.25,0,12,0,132,10,150,43,40,0,0,56,192,168,210,14528,3280,42,0,0,93.97150209,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
1.415,0,1.34375,1,0.882572115,280,27.20336975,0,0,3.25,3.25,1018,29.875,4,674,0,512,339,426,1,227,452,543,0,1018,0,0,0,84,102,53,0,53,255,1.109405547,0,1.109481916,11.8125,0.5390625,0.5390625,16.25,0,12,0,132,10,150,43,40,0,0,56,192,168,210,14528,3022,81,0,0,93.97150209,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
1.457,0,1.34375,1,0.882572115,280,27.20336975,0,0,3.25,3.25,1018,29.875,4,674,0,512,339,426,1,227,452,543,0,1018,0,0,0,84,102,53,0,53,255,1.109405547,0,1.109481916,11.8125,0.5390625,0.5390625,16.25,0,12,0,132,10,150,43,40,0,0,56,192,168,210,14528,3145,62,0,0,93.97150209,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
1.499,0,1.3125,1,0.882572115,273,27.20336975,0,0,3.25,2.5,1018,29.875,4,697,0,512,343,440,1,227,452,543,0,1018,0,0,0,84,102,53,0,53,255,1.109405547,0,1.109481916,11.875,0.5390625,0.546875,16.25,0,12,0,132,10,150,43,40,0,0,56,192,168,210,14528,3145,62,0,0,93.97150209,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
1.539,0,1.3125,1,0.882572115,273,27.14233459,0,0,2.5,2.5,1018,29.875,4,694,0,512,343,437,1,227,452,543,0,1018,0,0,0,84,102,53,0,53,255,1.109405547,0,1.109481916,11.875,0.5390625,0.546875,16.375,0,12,0,132,10,150,43,40,0,0,56,192,168,190,14528,3122,65,0,0,93.97150209,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
1.579,0,1.3125,1,0.881370192,273,27.14233459,0,0,3.25,3.25,1018,29.875,4,707,0,512,343,439,1,227,452,543,0,1018,0,0,0,84,102,53,0,53,255,1.109405547,0,1.109481916,11.875,0.546875,0.546875,16.375,0,12,0,132,10,150,43,40,0,0,56,192,168,190,14528,3228,54,0,0,93.97971194,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
1.619,0,1.28125,1,0.882572115,266,27.14233459,0,0,2.25,2.25,1018,29.875,4,722,0,512,343,439,1,227,452,543,0,1018,0,0,0,84,102,53,0,53,255,1.109405547,0,1.109481916,12,0.5390625,0.5390625,16.375,0,12,0,132,10,150,43,40,0,0,56,192,168,190,14528,3228,54,0,0,93.97971194,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
1.658,0,1.28125,1,0.882572115,266,27.14233459,0,0,2.25,2.25,1018,29.875,4,722,0,512,343,439,1,227,452,543,0,1018,0,0,0,84,102,53,0,53,255,1.109405547,0,1.109481916,12,0.5390625,0.5390625,16.125,0,12,0,132,10,150,43,40,0,0,56,192,168,190,14528,3297,42,0,0,93.97150209,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
1.697,0,1.3125,1,0.882572115,273,27.14233459,0,0,1.75,1.75,1018,29.875,4,709,0,512,347,427,1,227,451,543,0,1018,0,0,0,84,102,53,0,53,255,1.109405547,0,1.109481916,11.9375,0.5390625,0.5390625,16.25,0,12,0,132,10,150,43,40,0,0,56,192,168,190,14528,3222,53,0,0,93.97150209,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
1.736,0,1.28125,1,0.882572115,266,27.14233459,0,0,3,3,1018,29.875,4,708,0,512,347,439,1,227,451,543,0,1018,0,0,0,84,102,53,0,53,255,1.109405547,0,1.109481916,11.9375,0.5390625,0.546875,16.375,0,12,0,132,11,150,43,40,0,0,56,192,168,190,14528,3216,54,0,0,93.97150209,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
1.775,0,1.28125,1,0.882572115,266,27.14233459,0,0,3,3,1018,29.875,4,682,0,512,347,439,1,227,451,543,0,1018,0,0,0,84,102,53,0,53,255,1.109405547,0,1.109481916,12,0.5390625,0.546875,16.375,0,12,0,132,10,150,43,40,0,0,56,192,168,190,14528,3073,74,0,0,93.97150209,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
1.814,0,1.28125,1,0.882572115,266,27.14233459,1,0,3.25,3.25,1018,29.875,4,682,0,512,347,439,1,227,451,543,0,1018,0,0,0,84,102,53,0,53,255,1.109405547,0,1.109481916,12,0.5390625,0.546875,16.375,0,12,0,132,10,150,43,40,0,0,56,192,168,190,14528,3073,74,0,0,93.97150209,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
1.856,0,1.28125,1,0.882572115,266,27.14233459,1,0,3.25,3.25,1018,29.875,4,682,0,512,347,439,1,227,451,543,0,1018,0,0,0,84,102,53,0,53,255,1.109405547,0,1.109481916,12,0.5390625,0.546875,16.375,0,12,0,132,10,150,43,41,0,0,56,192,168,190,14528,3144,64,0,0,93.97150209,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
1.896,0,1.3125,1,0.882451923,273,27.14233459,1,0,3,3.5,1018,29.875,4,695,0,512,343,432,1,227,451,543,0,1018,0,0,0,84,102,54,0,54,255,1.109405547,0,1.109481916,11.9375,0.546875,0.546875,16.375,0,12,0,132,10,150,43,41,0,0,56,192,168,190,14528,3144,64,0,0,93.97232307,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
1.935,0,1.28125,1,0.882451923,266,27.11486877,0,0,2.5,2.5,1018,29.875,4,727,0,512,339,439,1,227,451,543,0,1018,0,0,0,84,102,54,0,54,255,1.109405547,0,1.109481916,11.9375,0.546875,0.5390625,16.25,0,12,0,132,11,150,43,41,0,0,56,192,168,181,14528,3346,38,0,0,93.97232307,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
1.975,0,1.28125,1,0.883653846,266,27.11486877,0,0,2.75,2.75,1018,29.875,4,696,0,512,331,439,1,227,451,543,0,1018,0,0,0,84,102,54,0,54,255,1.109405547,0,1.109481916,11.9375,0.5390625,0.5390625,16.375,0,12,0,132,10,150,43,41,0,0,56,192,168,181,14528,3133,63,0,0,93.96411321,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
2.016,0,1.3125,1,0.883653846,273,27.11486877,0,0,3.5,3.5,1018,29.875,4,667,0,512,343,436,1,227,451,543,0,1018,0,0,0,84,102,54,0,54,255,1.109405547,0,1.109481916,11.9375,0.5390625,0.546875,16.375,0,12,0,132,10,150,43,41,0,0,56,192,168,181,14528,2979,86,0,0,93.96411321,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
2.056,0,1.3125,1,0.883653846,273,27.11486877,0,0,3.5,3.5,1018,29.875,4,667,0,512,343,436,1,227,451,543,0,1018,0,0,0,84,102,54,0,54,255,1.109405547,0,1.109481916,11.9375,0.5390625,0.546875,16.375,0,12,0,132,10,150,43,41,0,0,56,192,168,181,14528,2979,86,0,0,93.96411321,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
2.098,0,1.34375,1,0.882451923,280,27.11486877,0,0,5.25,5.25,1018,29.875,4,650,0,512,343,429,1,227,451,543,0,1018,0,0,0,84,102,54,0,54,255,1.109405547,0,1.109481916,11.8125,0.546875,0.546875,16.5,0,12,0,132,10,150,43,41,0,0,56,192,168,181,14528,2927,100,0,0,93.97232307,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
2.137,0,1.3125,1,0.882451923,273,27.11486877,0,0,4,4,1018,29.875,4,685,0,512,347,439,1,227,451,543,0,1018,0,0,0,84,102,54,0,54,255,1.109405547,0,1.109481916,11.8125,0.546875,0.5546875,16.5,0,12,0,132,11,150,43,41,0,0,56,192,168,181,14528,3137,72,0,0,93.97232307,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
2.177,0,1.3125,1,0.882451923,273,27.11486877,0,0,4,4,1018,29.875,4,685,0,512,347,439,1,227,451,543,0,1018,0,0,0,84,102,54,0,54,255,1.109405547,0,1.109481916,11.8125,0.546875,0.5546875,16.5,0,12,0,132,11,150,43,41,0,0,56,192,168,181,14528,3137,72,0,0,93.97232307,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
2.217,0,1.28125,1,0.882451923,266,27.11486877,0,0,3.75,3.75,1018,29.875,4,668,0,512,343,439,1,227,451,543,0,1018,0,0,0,84,102,54,0,54,255,1.109405547,0,1.109481916,12,0.546875,0.5546875,16.625,0,12,0,132,10,150,43,41,0,0,56,192,168,181,14528,3044,74,0,0,93.97232307,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
2.257,0,1.28125,1,0.88125,266,27.11486877,0,0,3.75,3.75,1018,29.875,4,668,0,512,343,439,1,227,451,543,0,1018,0,0,0,84,102,54,0,54,255,1.109405547,0,1.109481916,12,0.546875,0.5546875,16.625,0,12,0,132,10,150,43,41,0,0,56,192,168,181,14528,3044,74,0,0,93.97232307,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
2.297,0,1.28125,1,0.88125,266,27.11486877,0,0,4.25,4.25,1018,29.875,4,682,0,512,343,439,1,227,451,543,0,1018,0,0,0,84,102,54,0,54,255,1.109405547,0,1.109481916,11.9375,0.5546875,0.5546875,16.625,0,12,0,132,10,150,43,41,0,0,56,192,168,181,14528,3145,74,0,0,93.98053293,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
2.337,0,1.3125,1,0.88125,273,27.17285217,0,0,4.25,4.25,1018,29.875,4,677,0,512,343,436,1,227,451,543,0,1018,0,0,0,84,102,54,0,54,255,1.109405547,0,1.109481916,11.9375,0.5546875,0.5546875,16.75,0,12,0,132,10,150,43,41,0,0,56,192,168,200,14528,3132,78,0,0,93.98053293,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
2.377,0,1.3125,1,0.88125,273,27.17285217,0,0,3.75,4.5,1019,29.875,4,689,0,512,343,439,1,227,451,543,0,1019,0,0,0,84,102,54,0,54,255,1.109405547,0,1.109481916,11.75,0.5546875,0.5546875,16.625,0,12,0,132,11,150,43,41,0,0,56,192,168,200,14528,3183,69,0,0,93.98053293,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
2.417,0,1.3125,1,0.88125,273,27.17285217,0,0,3.25,3.25,1018,29.875,4,706,0,512,343,439,1,227,451,543,0,1018,0,0,0,84,102,54,0,54,255,1.109405547,0,1.109481916,11.875,0.5546875,0.5546875,16.625,0,12,0,132,10,150,43,41,0,0,56,192,168,200,14528,3287,55,0,0,93.98053293,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
2.457,0,1.3125,1,0.88125,273,27.17285217,0,0,1.5,1.5,1018,29.875,4,742,0,512,343,428,1,227,451,543,0,1018,0,0,0,84,102,54,0,54,255,1.109405547,0,1.109481916,11.875,0.5546875,0.5546875,16.625,0,12,0,132,10,150,43,41,0,0,56,192,168,200,14528,3287,55,0,0,93.98053293,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
2.497,0,1.3125,1,0.88125,273,27.17285217,0,0,1.5,1.5,1018,29.875,4,742,0,512,343,428,1,227,451,543,0,1018,0,0,0,84,102,54,0,54,255,1.109405547,0,1.109481916,11.9375,0.5546875,0.5390625,16.375,0,12,0,132,10,150,43,41,0,0,56,192,168,200,14528,3461,33,0,0,93.98053293,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
2.537,0,1.3125,1,0.88125,273,27.17285217,0,0,1,1,1018,29.875,4,752,0,512,343,439,1,227,450,543,0,1018,0,0,0,84,102,54,0,54,255,1.109405547,0,1.109481916,12,0.5390625,0.5390625,16.125,0,12,0,132,10,150,43,41,0,0,56,192,168,200,14528,3451,30,0,0,93.98053293,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
2.577,0,1.28125,1,0.883653846,266,27.17285217,0,0,1,1,1018,29.875,4,752,0,512,343,427,1,227,450,543,0,1018,0,0,0,84,102,54,0,54,255,1.109405547,0,1.109481916,11.9375,0.5390625,0.5390625,16.25,0,12,0,132,10,150,43,41,0,0,56,192,168,200,14528,3233,50,0,0,93.96411321,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
2.618,0,1.3125,1,0.883653846,273,27.17285217,0,0,1.75,1.25,1018,29.875,4,712,0,512,343,427,1,227,450,543,0,1018,0,0,0,84,102,54,0,54,255,1.109405547,0,1.109481916,11.9375,0.5390625,0.5390625,16.25,0,12,0,132,10,150,43,41,0,0,56,192,168,200,14528,3233,50,0,0,93.96411321,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
2.658,0,1.28125,1,0.883653846,266,27.17285217,0,0,2.5,2.5,1018,29.875,4,704,0,512,349,439,1,227,450,543,0,1018,0,0,0,84,102,54,0,54,255,1.109405547,0,1.109481916,11.9375,0.5390625,0.5390625,16.25,0,12,0,132,10,150,43,41,0,0,56,192,168,200,14528,3233,50,0,0,93.96411321,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
2.697,0,1.28125,1,0.883653846,266,27.17285217,0,0,2.5,2.5,1018,29.875,4,704,0,512,349,439,1,227,450,543,0,1018,0,0,0,84,102,54,0,54,255,1.109405547,0,1.109481916,11.9375,0.5390625,0.5390625,16.125,0,12,0,132,11,150,43,41,0,0,56,192,168,200,14528,3184,57,0,0,93.96411321,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
2.736,0,1.28125,1,0.883653846,266,27.17285217,0,0,3.75,3.75,1018,29.875,4,656,0,512,335,440,1,227,450,542,0,1018,0,0,0,84,102,54,0,54,255,1.109405547,0,1.109481916,12,0.5390625,0.546875,16.375,0,12,0,132,10,150,43,41,0,0,56,192,168,200,14528,2901,95,0,0,93.96411321,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
2.776,0,1.3125,1,0.882451923,273,27.31933655,0,0,4,4,1018,29.875,4,699,0,512,343,434,1,227,450,543,0,1018,0,0,0,84,102,54,0,54,255,1.109405547,0,1.109481916,11.9375,0.546875,0.546875,16.375,0,12,0,132,10,150,43,41,0,0,56,192,168,248,14528,3193,61,0,0,93.97232307,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
2.816,0,1.3125,1,0.883653846,273,27.31933655,0,0,3,3,1018,29.875,4,709,0,512,343,439,1,227,450,543,0,1018,0,0,0,84,102,55,0,55,255,1.109405547,0,1.109481916,11.875,0.546875,0.5390625,16.25,0,12,0,132,11,150,43,42,0,0,56,192,168,248,14528,3253,53,0,0,93.97232307,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
2.856,0,1.3125,1,0.883653846,273,27.31933655,0,0,3,3,1018,29.875,4,709,0,512,343,439,1,227,450,543,0,1018,0,0,0,84,102,55,0,55,255,1.109405547,0,1.109481916,11.875,0.546875,0.5390625,16.25,0,12,0,132,11,150,43,42,0,0,56,192,168,248,14528,3253,53,0,0,93.96411321,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
