ET,AEFUEL,FINJ_MULT,KAMRF1,LAMBSE1,PWOFF,ISCDTY,ISCTMR,EGRFLO,SAF,SAFTOT,IEGO1,BP,MPG_MODE,RPM,VSS,AD_CHANNEL_VCAL,AD_CHANNEL_TAR,AD_CHANNEL_BAT,AD_CHANNEL_OCC,AD_CHANNEL_TP,AD_CHANNEL_ACT,AD_CHANNEL_ECT,AD_CHANNEL_NDS,AD_CHANNEL_IEGO,28C,28D,28E,ACT,ECT,ATMR1,ATMR2,ATMR3,APT,RATCH,TAR,TP_REL,VBAT,LOAD_FUEL,LOAD_VE,MAP,VE,OLFLG,WOTFLG,0x93,0xA3,0x26,0xBD,0xDC,0x2C4,0x1DE,0xB7,0x40,0x1A,0x3C,0x21C,0x9C,0x15C,LTFT1,LTFT2,STFT1,STFT2,HP,TQ,IMPG,MPG,DIST,INJDC1,INJDC2,GEAR,AFR_Error,Marker
43.08,0,1.3125,1,0.911688702,273,42.0745859,0,0,1,1.25,1018,29.875,4,725,0,512,347,430,1,226,382,530,0,1018,0,0,0,86,114,95,0,95,255,1.10459433,0,1.10459433,11.9375,0.5,0.515625,15.125,0,12,0,132,10,182,43,1,0,0,56,128,168,219,15164,3024,34,0,0,93.7726183,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
43.161,0,1.3125,1,0.911688702,273,42.0745859,0,0,1,1.25,1018,29.875,4,725,0,512,347,430,1,226,382,530,0,1018,0,0,0,86,114,95,0,95,255,1.10459433,0,1.10459433,11.9375,0.5,0.515625,15.125,0,12,0,132,10,182,43,1,0,0,56,128,168,219,15164,3024,34,0,0,93.7726183,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
43.201,0,1.34375,1,0.90952524,280,41.88232515,0,0,1.75,1.75,1018,29.875,4,684,0,512,343,425,1,226,382,529,0,1018,0,0,0,86,116,95,0,95,255,1.10459433,0,1.10459433,11.8125,0.515625,0.5234375,15.625,0,12,0,132,10,182,43,1,0,0,56,128,168,156,15076,2637,60,0,0,93.78739604,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
43.24,0,1.375,1,0.907121394,286,41.61377046,0,0,5.75,4.5,1019,29.875,4,598,0,512,342,425,1,226,382,529,0,1019,0,0,0,86,116,95,0,95,255,1.10459433,0,1.10459433,11.625,0.53125,0.5546875,16.375,0,12,0,132,10,182,43,1,0,0,56,128,168,68,14994,2573,116,0,0,93.80381576,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
43.28,0,1.34375,1,0.903545673,280,41.36962983,0,0,6,6,1018,29.875,4,593,0,512,347,439,1,226,382,529,0,1018,0,0,0,86,116,95,0,95,255,1.10459433,0,1.10459433,11.625,0.5546875,0.5703125,17.125,0,12,0,132,10,182,43,1,0,0,56,128,168,244,14946,2733,118,0,0,93.82824008,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
43.32,0,1.3125,1,0.899939904,273,41.21704194,0,0,6,6,1018,29.875,4,593,0,512,347,439,1,226,382,529,0,1018,0,0,0,86,116,95,0,95,255,1.10459433,0,1.10459433,11.625,0.5546875,0.5703125,17.125,0,12,0,132,10,182,43,1,0,0,56,128,168,244,14946,2733,118,0,0,93.82824008,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
43.359,0,1.3125,1,0.899939904,273,41.21704194,0,0,7.5,7,1018,29.875,4,592,0,512,346,438,1,226,382,529,0,1018,0,0,0,86,116,95,0,95,255,1.10459433,0,1.10459433,11.75,0.578125,0.5859375,17.625,0,12,0,132,10,182,43,1,0,0,56,128,168,194,14878,2790,118,0,0,93.85286965,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
43.399,0,1.3125,1,0.899939904,273,41.21704194,0,0,7.5,7,1018,29.875,4,592,0,512,346,438,1,226,382,529,0,1018,0,0,0,86,116,95,0,95,255,1.10459433,0,1.10459433,11.75,0.578125,0.5859375,17.625,0,12,0,132,10,182,43,1,0,0,56,128,168,194,14878,2790,118,0,0,93.85286965,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
43.439,0,1.3125,1,0.896364183,273,41.15295502,0,0,7.75,7.75,1018,29.875,4,577,0,512,343,438,1,226,382,528,0,1018,0,0,0,86,116,95,0,95,255,1.10459433,0,1.10459433,11.9375,0.6015625,0.609375,18.25,0,12,0,132,10,182,43,1,0,0,56,128,168,173,14815,2848,124,0,0,93.87729398,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
43.479,0,1.3125,1,0.893840144,273,41.01257416,0,0,8,8,1018,29.875,4,575,0,512,343,438,1,226,382,528,0,1018,0,0,0,86,116,95,0,95,255,1.10459433,0,1.10459433,12,0.6171875,0.625,18.625,0,12,0,132,11,182,43,1,0,0,56,128,168,127,14777,2938,125,0,0,93.89453468,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
43.52,0,1.3125,1,0.891436298,273,40.88440033,0,0,8.5,8.5,1018,29.875,4,579,0,512,343,426,1,226,382,528,0,1018,0,0,0,86,116,95,0,95,255,1.10459433,0,1.10459433,11.8125,0.6328125,0.6328125,19,0,12,0,132,10,182,43,1,0,0,56,128,168,85,14741,3254,112,0,0,93.91095439,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
43.56,0,1.3125,1,0.891436298,273,40.70434661,0,0,6.25,6.25,1018,29.875,4,579,0,512,343,426,1,226,382,528,0,1018,0,0,0,86,116,95,0,95,255,1.10459433,0,1.10459433,11.8125,0.6328125,0.6328125,19,0,12,0,132,10,182,43,1,0,0,56,128,168,85,14741,3254,112,0,0,93.91095439,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
43.601,0,1.3125,1,0.891436298,273,40.70434661,0,0,6.25,6.25,1018,29.875,4,654,0,512,343,438,1,226,381,527,0,1018,0,0,0,86,116,95,0,95,255,1.10459433,0,1.10459433,11.9375,0.6328125,0.640625,19.125,0,12,0,132,11,182,43,1,0,0,56,128,168,26,14695,3571,84,0,0,93.91095439,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
43.639,0,1.3125,1,0.891436298,273,40.70434661,0,0,6.25,6.25,1018,29.875,4,654,0,512,343,438,1,226,381,527,0,1018,0,0,0,86,116,95,0,95,255,1.10459433,0,1.10459433,11.9375,0.6328125,0.640625,19.125,0,12,0,132,11,182,43,1,0,0,56,128,168,223,14668,3408,103,0,0,93.91095439,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
43.679,0,1.3125,1,0.891436298,273,40.5242929,0,0,6.75,5.75,1018,29.875,4,628,0,512,343,438,1,226,381,527,0,1018,0,0,0,86,116,95,0,95,255,1.10459433,0,1.10459433,12,0.6328125,0.6328125,19.125,0,12,0,132,11,182,43,1,0,0,56,128,168,223,14668,3408,103,0,0,93.91095439,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
43.718,0,1.28125,1,0.891436298,266,40.43274016,0,0,6.25,6.25,1018,29.875,4,614,0,512,347,439,1,226,381,526,0,1018,0,0,0,86,116,95,0,95,255,1.10459433,0,1.10459433,12,0.6328125,0.6484375,19.375,0,12,0,132,11,182,43,1,0,0,56,128,168,193,14633,3338,109,0,0,93.91095439,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
43.758,0,1.3125,1,0.889032452,273,40.38696379,0,0,7,7,1018,29.875,4,643,0,512,343,438,1,226,381,526,0,1018,0,0,0,88,116,95,0,95,255,1.10459433,0,1.10459433,12,0.6328125,0.6484375,19.375,0,12,0,132,11,182,43,1,0,0,56,128,168,193,14633,3338,109,0,0,93.91095439,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
43.798,0,1.3125,1,0.889032452,273,40.38696379,0,0,7,7,1018,29.875,4,643,0,512,343,438,1,226,381,526,0,1018,0,0,0,88,116,95,0,95,255,1.10459433,0,1.10459433,11.9375,0.6484375,0.6484375,19.5,0,12,0,132,10,182,43,1,0,0,56,128,168,178,14613,3560,93,0,0,93.9273741,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
43.838,0,1.3125,1,0.890234375,273,40.30151457,0,0,3.75,3.75,1018,29.875,4,727,0,512,343,428,1,226,381,526,0,1018,0,0,0,88,116,96,0,96,255,1.10459433,0,1.10459433,11.875,0.640625,0.6328125,19,0,12,0,132,10,182,43,2,0,0,56,128,168,150,14587,4100,33,0,0,93.91916425,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
43.878,0,1.3125,1,0.890234375,273,40.30151457,0,0,3.75,3.75,1018,29.875,4,727,0,512,343,428,1,226,381,526,0,1018,0,0,0,88,116,96,0,96,255,1.10459433,0,1.10459433,11.875,0.640625,0.6328125,19,0,12,0,132,10,182,43,2,0,0,56,128,168,150,14587,4100,33,0,0,93.91916425,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
43.917,0,1.34375,1,0.893840144,280,40.19165129,0,0,1.5,1.5,1018,29.875,4,806,0,512,343,427,1,226,381,526,0,1018,0,0,0,88,116,96,0,96,255,1.10459433,0,1.10459433,11.8125,0.6171875,0.6171875,18.375,0,12,0,132,10,182,43,2,0,0,56,128,168,114,14573,4506,26,0,0,93.91916425,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
43.957,0,1.34375,1,0.893840144,280,40.19165129,0,0,1.5,1.5,1018,29.875,4,806,0,512,343,427,1,226,381,526,0,1018,0,0,0,88,116,96,0,96,255,1.10459433,0,1.10459433,11.8125,0.6171875,0.6171875,18.375,0,12,0,132,10,182,43,2,0,0,56,128,168,114,14573,4506,26,0,0,93.89453468,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
43.997,0,1.3125,1,0.896364183,273,40.11230558,0,0,1.5,1.5,1019,29.875,4,818,0,512,311,433,1,226,381,526,0,1019,0,0,0,88,116,96,0,96,255,1.10459433,0,1.10459433,11.8125,0.6015625,0.59375,17.875,0,12,0,132,10,182,43,2,0,0,56,128,168,88,14557,4432,26,0,0,93.87729398,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
44.036,0,1.3125,1,0.899939904,273,39.8284921,0,0,1.5,1.5,1019,29.875,4,804,0,512,343,432,1,226,381,526,0,1019,0,0,0,88,116,96,0,96,255,1.10459433,0,1.10459433,11.9375,0.578125,0.5859375,17.375,0,12,0,132,10,182,43,2,0,0,56,128,168,251,14549,4165,26,0,0,93.85286965,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
44.076,0,1.28125,1,0.901141827,266,39.76135343,0,0,1.25,1.25,1017,29.875,4,824,0,512,343,439,1,226,380,526,0,1017,0,0,0,88,116,96,0,96,255,1.10459433,0,1.10459433,11.9375,0.5703125,0.5625,17,0,12,0,132,10,182,43,2,0,0,56,128,168,229,14537,4259,26,0,0,93.8446598,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
44.155,0,1.28125,1,0.901141827,266,39.76135343,0,0,1.25,1.25,1017,29.875,4,824,0,512,343,439,1,226,380,526,0,1017,0,0,0,88,116,96,0,96,255,1.10459433,0,1.10459433,11.9375,0.5703125,0.5625,17,0,12,0,132,10,182,43,2,0,0,56,128,168,229,14537,4259,26,0,0,93.8446598,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
44.195,0,1.3125,1,0.90234375,273,39.67285245,0,0,1.25,1.25,1018,29.875,4,846,0,512,331,437,1,226,380,526,0,1018,0,0,0,88,116,96,0,96,255,1.10459433,0,1.10459433,11.875,0.5625,0.5625,16.625,0,12,0,132,10,182,43,2,0,0,56,128,168,200,14531,4326,26,0,0,93.83644994,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
44.235,0,1.28125,1,0.904717548,266,39.61792081,0,0,1.25,1.25,1018,29.875,4,868,0,512,347,439,1,226,380,526,0,1018,0,0,0,88,116,96,0,96,255,1.10459433,0,1.10459433,11.9375,0.546875,0.546875,16.375,0,12,0,132,10,182,43,2,0,0,56,128,168,182,14522,4398,26,0,0,93.82023547,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
44.275,0,1.3125,1,0.907121394,273,39.28833096,0,0,1.25,1.25,1018,29.875,4,882,0,512,311,438,1,226,380,526,0,1018,0,0,0,88,116,96,0,96,255,1.10459433,0,1.10459433,11.9375,0.53125,0.53125,15.875,0,12,0,132,10,182,43,2,0,0,56,128,168,74,14518,4368,26,0,0,93.80381576,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
44.315,0,1.3125,1,0.908323317,273,39.23339931,0,0,1.25,1.25,1019,29.875,4,878,0,512,343,434,1,226,379,526,0,1019,0,0,0,88,116,96,0,96,255,1.10459433,0,1.10459433,11.9375,0.5234375,0.5234375,15.75,0,12,0,132,10,182,43,2,0,0,56,128,168,56,14512,4279,26,0,0,93.7956059,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
44.395,0,1.3125,1,0.908323317,273,39.23339931,0,0,1.25,1.25,1019,29.875,4,878,0,512,343,434,1,226,379,526,0,1019,0,0,0,88,116,96,0,96,255,1.10459433,0,1.10459433,11.9375,0.5234375,0.5234375,15.75,0,12,0,132,10,182,43,2,0,0,56,128,168,56,14512,4279,26,0,0,93.7956059,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
44.435,0,1.3125,1,0.90952524,273,39.1906747,0,0,1.25,1.25,1018,29.875,4,874,0,512,337,438,1,226,380,527,0,1018,0,0,0,86,116,96,0,96,255,1.10459433,0,1.10459433,11.9375,0.515625,0.515625,15.5,0,12,0,132,10,182,43,2,0,0,56,128,168,42,14508,4226,26,0,0,93.78739604,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
44.475,0,1.3125,1,0.910727163,273,38.82751552,0,0,1.25,1.25,1018,29.875,4,896,0,512,343,439,1,226,379,527,0,1018,0,0,0,86,116,96,0,96,255,1.10459433,0,1.10459433,11.875,0.5078125,0.5078125,15.25,0,12,0,132,11,182,43,2,0,0,56,128,168,179,14504,4310,26,0,0,93.77918619,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
44.514,0,1.3125,1,0.911688702,273,38.78479091,0,0,1,1,1018,29.875,4,918,0,512,335,439,1,226,379,527,0,1018,0,0,0,86,116,96,0,96,255,1.10459433,0,1.10459433,11.875,0.5,0.4921875,14.875,0,12,0,132,10,182,43,2,0,0,56,128,168,165,14501,4392,26,0,0,93.7726183,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
44.593,0,1.3125,1,0.911688702,273,38.78479091,0,0,1,1,1018,29.875,4,918,0,512,335,439,1,226,379,527,0,1018,0,0,0,86,116,96,0,96,255,1.10459433,0,1.10459433,11.875,0.5,0.4921875,14.875,0,12,0,132,10,182,43,2,0,0,56,128,168,165,14501,4392,26,0,0,93.7726183,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
44.633,0,1.3125,1,0.91108774,273,38.71765223,0,0,1,1,1018,29.875,4,932,0,512,343,439,1,226,379,528,0,1018,0,0,0,86,116,96,0,96,255,1.10459433,0,1.10459433,11.875,0.4921875,0.4921875,14.625,0,12,0,132,11,182,43,2,0,0,56,128,168,143,14499,4382,26,0,0,93.77672323,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
44.673,0,1.3125,1,0.910486779,273,38.32092371,0,0,1,1,1018,29.875,4,928,0,512,345,439,1,226,379,528,0,1018,0,0,0,86,116,96,0,96,255,1.10459433,0,1.10459433,11.875,0.484375,0.4765625,14.375,0,12,0,132,10,182,43,2,0,0,56,128,168,13,14496,4308,26,0,0,93.78082816,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
44.713,0,1.3125,1,0.910486779,273,38.29040613,0,0,1,1,1019,29.875,4,918,0,512,343,433,1,226,379,528,0,1019,0,0,0,86,116,96,0,96,255,1.10459433,0,1.10459433,11.9375,0.484375,0.4765625,14.375,0,12,0,132,10,182,43,2,0,0,56,128,168,3,14494,4187,26,0,0,93.78082816,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
44.753,0,1.3125,1,0.910486779,273,38.29040613,0,0,1,1,1018,29.875,4,934,0,512,343,438,1,226,379,528,0,1018,0,0,0,86,116,96,0,96,255,1.10459433,0,1.10459433,11.9375,0.46875,0.46875,14,0,12,0,132,10,182,43,2,0,0,56,128,168,244,14492,4199,26,0,0,93.78082816,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
44.793,0,1.3125,1,0.909284856,273,38.24462976,0,0,1,1,1018,29.875,4,934,0,512,343,438,1,226,379,528,0,1018,0,0,0,86,116,96,0,96,255,1.10459433,0,1.10459433,11.9375,0.46875,0.46875,14,0,12,0,132,10,182,43,2,0,0,56,128,168,244,14492,4199,26,0,0,93.78082816,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
44.833,0,1.3125,1,0.909284856,273,38.24462976,0,0,1,1,1018,29.875,4,934,0,512,343,438,1,226,379,528,0,1018,0,0,0,86,116,96,0,96,255,1.10459433,0,1.10459433,11.9375,0.46875,0.46875,14,0,12,0,132,10,182,43,2,0,0,56,128,168,244,14492,4199,26,0,0,93.78903802,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
44.873,0,1.3125,1,0.908683894,273,38.21106042,0,0,1,1,1018,29.875,4,936,0,512,347,437,1,226,379,529,0,1018,0,0,0,86,116,97,0,97,255,1.10459433,0,1.10459433,12,0.4609375,0.46875,14,0,12,0,132,10,182,43,3,0,0,56,128,168,233,14489,4176,26,0,0,93.79314294,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
44.913,0,1.3125,1,0.908683894,273,37.82653893,0,0,1,1,1018,29.875,4,940,0,512,343,439,1,226,378,529,0,1018,0,0,0,86,116,97,0,97,255,1.10459433,0,1.10459433,11.9375,0.4609375,0.4609375,13.875,0,12,0,132,10,182,43,3,0,0,56,128,168,107,14487,4217,26,0,0,93.79314294,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
44.953,0,1.3125,1,0.908082933,273,37.77160729,0,0,1,1,1018,29.875,4,946,0,512,343,438,1,226,378,529,0,1018,0,0,0,86,116,97,0,97,255,1.10459433,0,1.10459433,11.9375,0.453125,0.4609375,13.875,0,12,0,132,11,182,43,3,0,0,56,128,168,89,14484,4205,26,0,0,93.79724787,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
44.993,0,1.3125,1,0.908082933,273,37.77160729,0,0,1,1,1018,29.875,4,946,0,512,343,438,1,226,378,529,0,1018,0,0,0,86,116,97,0,97,255,1.10459433,0,1.10459433,11.9375,0.453125,0.4609375,13.625,0,12,0,132,10,182,43,3,0,0,56,128,168,82,14482,4146,26,0,0,93.79724787,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
45.033,0,1.3125,1,0.908082933,273,37.77160729,0,0,1,1,1018,29.875,4,946,0,512,343,438,1,226,378,529,0,1018,0,0,0,86,116,97,0,97,255,1.10459433,0,1.10459433,11.9375,0.453125,0.4609375,13.625,0,12,0,132,10,182,43,3,0,0,56,128,168,82,14482,4146,26,0,0,93.79724787,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
45.073,0,1.3125,1,0.908082933,273,37.75024498,0,0,1,1,1018,29.875,4,946,0,512,343,435,1,226,378,529,0,1018,0,0,0,86,116,97,0,97,255,1.10459433,0,1.10459433,11.875,0.453125,0.4609375,13.625,0,12,0,132,10,182,43,3,0,0,56,128,168,82,14482,4146,26,0,0,93.79724787,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
45.112,0,1.3125,1,0.908082933,273,37.75024498,0,0,1,1,1018,29.875,4,946,0,512,343,435,1,226,378,529,0,1018,0,0,0,86,116,97,0,97,255,1.10459433,0,1.10459433,11.875,0.453125,0.4609375,13.625,0,12,0,132,10,182,43,3,0,0,56,128,168,82,14482,4146,26,0,0,93.79724787,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
45.154,0,1.3125,1,0.908082933,273,37.33215415,0,0,1,1,1019,29.875,4,928,0,512,343,434,1,226,378,529,0,1019,0,0,0,86,116,97,0,97,255,1.10459433,0,1.10459433,11.9375,0.453125,0.453125,13.625,0,12,0,132,10,182,43,3,0,0,56,128,168,201,14477,3953,26,0,0,93.79724787,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
45.194,0,1.3125,1,0.908082933,273,37.31079185,0,0,1,1,1018,29.875,4,924,0,512,343,433,1,226,377,529,0,1018,0,0,0,86,116,97,0,97,255,1.10459433,0,1.10459433,11.9375,0.453125,0.453125,13.625,0,12,0,132,10,182,43,3,0,0,56,128,168,194,14475,3903,26,0,0,93.79724787,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
45.272,0,1.3125,1,0.908082933,273,37.31079185,0,0,1,1,1018,29.875,4,924,0,512,343,433,1,226,377,529,0,1018,0,0,0,86,116,97,0,97,255,1.10459433,0,1.10459433,11.9375,0.453125,0.453125,13.625,0,12,0,132,10,182,43,3,0,0,56,128,168,194,14475,3903,26,0,0,93.79724787,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
45.312,0,1.3125,1,0.908082933,273,36.95983969,0,0,1,1,1018,29.875,4,902,0,512,343,433,1,226,377,529,0,1018,0,0,0,86,116,97,0,97,255,1.10459433,0,1.10459433,11.9375,0.453125,0.453125,13.625,0,12,0,132,10,182,43,3,0,0,56,128,168,79,14473,3780,26,0,0,93.79724787,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
45.353,0,1.28125,1,0.908082933,266,36.93542563,0,0,1,1,1018,29.875,4,888,0,512,333,439,1,226,377,529,0,1018,0,0,0,86,116,97,0,97,255,1.10459433,0,1.10459433,11.9375,0.453125,0.453125,13.625,0,12,0,132,10,182,43,3,0,0,56,128,168,71,14470,3653,26,0,0,93.79724787,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
45.393,0,1.3125,1,0.908683894,273,36.90490805,0,0,1,1,1018,29.875,4,872,0,512,343,437,1,226,377,530,0,1018,0,0,0,86,116,97,0,97,255,1.10459433,0,1.10459433,11.9375,0.4609375,0.4609375,13.875,0,12,0,132,10,182,43,3,0,0,56,128,168,61,14468,3642,26,0,0,93.79314294,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
45.432,0,1.3125,1,0.908683894,273,36.88049399,0,0,1,1,1019,29.875,4,872,0,512,343,437,1,226,377,530,0,1019,0,0,0,86,116,97,0,97,255,1.10459433,0,1.10459433,12,0.4609375,0.4609375,14,0,12,0,132,10,182,43,3,0,0,56,128,168,53,14466,3652,26,0,0,93.79314294,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
45.471,0,1.3125,1,0.908683894,273,36.88049399,0,0,1,1,1019,29.875,4,872,0,512,343,437,1,226,377,530,0,1019,0,0,0,86,116,97,0,97,255,1.10459433,0,1.10459433,12,0.4609375,0.4609375,14,0,12,0,132,10,182,43,3,0,0,56,128,168,53,14466,3652,26,0,0,93.79314294,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
45.511,0,1.3125,1,0.908683894,273,36.88049399,0,0,1,1,1019,29.875,4,872,0,512,343,437,1,226,377,530,0,1019,0,0,0,86,116,97,0,97,255,1.10459433,0,1.10459433,12,0.46875,0.46875,14.125,0,12,0,132,10,182,43,3,0,0,56,128,168,219,14464,3615,26,0,0,93.79314294,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
45.551,0,1.3125,1,0.909284856,273,36.60583578,0,0,1,1,1018,29.875,4,858,0,512,343,430,1,226,377,529,0,1018,0,0,0,86,116,97,0,97,255,1.10459433,0,1.10459433,12,0.46875,0.46875,14.125,0,12,0,132,10,182,43,3,0,0,56,128,168,216,14464,3541,26,0,0,93.78903802,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
45.591,0,1.3125,1,0.909284856,273,36.59668051,0,0,1,1,1019,29.875,4,844,0,512,343,433,1,226,376,530,0,1019,0,0,0,86,116,97,0,97,255,1.10459433,0,1.10459433,12,0.46875,0.4765625,14.125,0,12,0,132,10,182,43,3,0,0,56,128,168,216,14464,3541,26,0,0,93.78903802,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
45.631,0,1.28125,1,0.909885817,266,36.59668051,0,0,1,1,1018,29.875,4,836,0,512,335,439,1,226,376,530,0,1018,0,0,0,86,116,97,0,97,255,1.10459433,0,1.10459433,12,0.4765625,0.4765625,14.375,0,12,0,132,10,182,43,3,0,0,56,128,168,216,14464,3529,26,0,0,93.78493309,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
45.669,0,1.28125,1,0.910486779,266,36.59668051,0,0,1,1,1018,29.875,4,814,0,512,343,439,1,226,376,530,0,1018,0,0,0,86,116,97,0,97,255,1.10459433,0,1.10459433,12,0.4765625,0.4765625,14.375,0,12,0,132,10,182,43,3,0,0,56,128,168,216,14464,3529,26,0,0,93.78493309,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
45.709,0,1.28125,1,0.910486779,266,36.59668051,0,0,1,1,1018,29.875,4,814,0,512,343,439,1,226,376,529,0,1018,0,0,0,86,116,97,0,97,255,1.10459433,0,1.10459433,12,0.484375,0.484375,14.5,0,12,0,132,10,182,43,3,0,0,56,128,168,216,14464,3455,26,0,0,93.78082816,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
45.749,0,1.3125,1,0.910486779,273,36.59668051,0,0,1,1,1018,29.875,4,808,0,512,339,438,1,226,376,529,0,1018,0,0,0,86,116,97,0,97,255,1.10459433,0,1.10459433,12,0.484375,0.484375,14.625,0,12,0,132,10,182,43,3,0,0,56,128,168,216,14464,3411,26,0,0,93.78082816,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
45.789,0,1.3125,1,0.910486779,273,36.59668051,0,0,1,1,1018,29.875,4,808,0,512,339,438,1,226,376,529,0,1018,0,0,0,86,116,97,0,97,255,1.10459433,0,1.10459433,12,0.484375,0.484375,14.625,0,12,0,132,10,182,43,3,0,0,56,128,168,216,14464,3411,26,0,0,93.78082816,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
45.829,0,1.3125,1,0.91108774,273,36.59668051,1,0,1,1,1018,29.875,4,782,0,512,343,438,1,226,376,529,0,1018,0,0,0,86,116,97,0,97,255,1.10459433,0,1.10459433,11.875,0.4921875,0.5,14.875,0,12,0,132,11,182,43,3,0,0,56,128,168,216,14464,3347,26,0,0,93.77672323,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
45.868,0,1.3125,1,0.91108774,273,36.48681722,0,0,1,1,1018,29.875,4,786,0,512,343,437,1,226,376,529,0,1018,0,0,0,86,116,98,0,98,255,1.10459433,0,1.10459433,12,0.4921875,0.5,15,0,12,0,132,10,182,43,4,0,0,56,128,168,180,14464,3398,26,0,0,93.77672323,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
45.908,0,1.3125,1,0.911688702,273,36.48681722,0,0,1.25,1,1019,29.875,4,742,0,512,343,436,1,226,375,529,0,1019,0,0,0,86,116,98,0,98,255,1.10459433,0,1.10459433,12,0.4921875,0.5,15,0,12,0,132,10,182,43,4,0,0,56,128,168,180,14464,3398,26,0,0,93.77672323,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
45.948,0,1.3125,1,0.911688702,273,36.48681722,0,0,1.25,1,1019,29.875,4,742,0,512,343,436,1,226,375,529,0,1019,0,0,0,86,116,98,0,98,255,1.10459433,0,1.10459433,12,0.5,0.5078125,15.25,0,12,0,132,10,182,43,4,0,0,56,128,168,180,14464,3141,29,0,0,93.7726183,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
